Date,dist_200dma,tsmom_12m,valuation_proxy,yc_10y3m,mfg_emp_yoy
1999-06-30,0.24331399410636956,0.7174167214261271,2.673659165186224,1.03,-1.7777020503208951
1999-07-31,0.15950687882008352,0.6488752418122414,2.5354108919789446,1.17,-0.6600470642254441
1999-08-31,0.1636038290029096,1.1018908299537609,2.6290798960667137,1.0,-1.571485509309345
1999-09-30,0.11913212992094802,0.7896215010979688,2.548117906320976,1.02,-1.5663268212109172
1999-10-31,0.18862826366934926,0.8831861770094465,2.774430533683029,0.9,-1.3590680676107803
1999-11-30,0.2848721947121662,0.9042273455810037,3.1111962681363883,0.88,-1.0534753234856309
1999-12-31,0.5074145168274666,1.019504282876062,3.9394892706889095,1.12,-0.9742678663533733
2000-01-31,0.3676509723629866,0.6782939686467415,3.5845218381555046,0.92,-0.8205657887186524
2000-02-29,0.5251975734210566,1.2162697771111066,4.2513386041943555,0.64,-0.6381144006898487
2000-03-31,0.4341139445997455,1.087856507119508,4.189707489191067,0.15,-0.3800092123445453
2000-04-30,0.17802787412521948,0.766147623497355,3.3016663710149636,0.41,-0.25370466470622244
2000-05-31,-0.0010620142041605218,0.5906973038214895,2.6816551752559787,0.66,-0.3173137944960436
2000-06-30,0.0835936460399469,0.6387317872734404,3.0372997873021745,0.15,0.00578235226089685
2000-07-31,0.00026815206375396805,0.5893709653334342,2.7578972821221477,-0.23,0.08088745088976612
2000-08-31,0.09022544820457834,0.7012144540711662,3.107008081696871,-0.58,0.0
2000-09-30,-0.061309836316843835,0.4828731476530195,2.496769699585324,-0.43,-0.3066774678856632
